src_rank,dst_rank,method,direction,locality,msg_bytes,iters,avg_rtt_seconds,latency_seconds,bandwidth_MBps,send_call_total_seconds
0,2,isend,b->a,internode,8,100,3.89231000014e-06,1.94615500007e-06,4.11066949946,2.66320000151e-05
0,2,bsend,a->b,internode,8,100,4.03858999988e-06,2.01929499994e-06,3.96177873973,3.30540001414e-05
0,2,bsend,b->a,internode,8,100,4.00722999984e-06,2.00361499992e-06,3.9927830448,3.25200001043e-05
0,2,ssend,a->b,internode,8,100,7.54766999989e-06,3.77383499995e-06,2.11985950634,0.000518435999851
0,2,ssend,b->a,internode,8,100,7.52540999997e-06,3.76270499999e-06,2.12613000488,0.000518847000052
0,2,send,a->b,internode,16,100,3.79973999998e-06,1.89986999999e-06,8.42162884834,2.20570000238e-05
0,2,send,b->a,internode,16,100,3.80383999982e-06,1.90191999991e-06,8.41255152728,2.26209999994e-05
0,2,isend,a->b,internode,16,100,3.89821999988e-06,1.94910999994e-06,8.20887482004,2.19960000152e-05
0,2,isend,b->a,internode,16,100,3.92766999994e-06,1.96383499997e-06,8.1473239861,2.9697999878e-05
0,2,bsend,a->b,internode,16,100,4.02116000004e-06,2.01058000002e-06,7.95790269467,3.30159998043e-05
0,2,bsend,b->a,internode,16,100,4.0304800001e-06,2.01524000005e-06,7.93950100217,3.29379999471e-05
0,2,ssend,a->b,internode,16,100,7.51240999989e-06,3.75620499995e-06,4.25961841812,0.000516773000044
0,2,ssend,b->a,internode,16,100,7.52491000014e-06,3.76245500007e-06,4.25254255525,0.000518656000082
0,2,send,a->b,internode,32,100,3.8256900001e-06,1.91284500005e-06,16.7290083615,2.2219000158e-05
0,2,send,b->a,internode,32,100,3.83219000014e-06,1.91609500007e-06,16.7006333187,2.2376000004e-05
0,2,isend,a->b,internode,32,100,3.90492999998e-06,1.95246499999e-06,16.3895383529,2.38050001258e-05
